violationnumber,violationtype,form,violationdate,casenumber,casetype,officer,violationjurisdiction,court,docket,appearancedate,outcomedate,outcomestat,receipt,offense,ObjectId
V22-017985,CIVIL PEN,02-100730,2022/02/18 20:13:00+00,A22-099666-2,STRAY POSS OWNED,OFFICER COGBURN,40059,,,2022/02/28 00:00:00,2022/02/28 00:00:00,COMPLIED,,91.002,23963
V22-017851,VIOL CTER,VR22-237503,2022/01/23 18:55:00+00,,,,40218,,,2022/01/23 13:55:00,2022/01/23 00:00:00,COMPLIED,R22-237503,91.020,23964
V22-017758,VOTC/CITE,VR22-236890,2022/01/10 17:24:00+00,,,,40218,01/31/22,P361958,2022/01/10 00:00:00,,CONV CITA,,91.071,23965
V22-018015,VOTC/CITE,VR22-241936,2022/02/23 19:55:00+00,A22-099715-1,INVESTIGAT ENCLOSURE,OFFICER COGBURN,40218,03/15/22,P198972,2022/02/23 15:11:00,,CONV CITA,,91.002,23966
V22-017851,VIOL CTER,VR22-237503,2022/01/23 18:55:00+00,,,,40218,,,2022/01/23 13:55:00,2022/01/23 00:00:00,COMPLIED,R22-237503,91.071,23967
V22-017760,VIOL CTER,VR22-236898,2022/01/10 20:08:00+00,,,,40218,,,2022/01/10 15:08:00,2022/01/10 00:00:00,COMPLIED,R22-236898,91.002,23968
V22-018015,VOTC/CITE,VR22-241936,2022/02/23 19:55:00+00,A22-099715-1,INVESTIGAT ENCLOSURE,OFFICER COGBURN,40218,03/15/22,P198972,2022/02/23 15:11:00,,CONV CITA,,91.020,23969
V23-021291,VOTC/CP,VR23-274003,2023/05/15 19:52:00+00,,,,40218,05/25/23,V23-021291,2023/05/04 00:00:00,,HAND ADMIN,,91.071,23970
V22-017851,VIOL CTER,VR22-237503,2022/01/23 18:55:00+00,,,,40218,,,2022/01/23 13:55:00,2022/01/23 00:00:00,COMPLIED,R22-237503,91.002,23971
V22-017760,VIOL CTER,VR22-236898,2022/01/10 20:08:00+00,,,,40218,,,2022/01/10 15:08:00,2022/01/10 00:00:00,COMPLIED,R22-236898,91.020,23972
V23-021295,WARNING,01-52392,2023/04/04 23:29:00+00,A23-114296-1,INVESTIGAT ABUSE,OFFICER REUL,40216,,,2023/07/26 00:00:00,2023/07/24 00:00:00,COMPLIED,R23-282642,91.020,23973
V22-017760,VIOL CTER,VR22-236898,2022/01/10 20:08:00+00,,,,40218,,,2022/01/10 15:08:00,2022/01/10 00:00:00,COMPLIED,R22-236898,91.071,23974
V23-021295,WARNING,01-52392,2023/04/04 23:29:00+00,A23-114296-1,INVESTIGAT ABUSE,OFFICER REUL,40216,,,2023/07/26 00:00:00,2023/07/24 00:00:00,COMPLIED,R23-282642,91.020,23975
V22-017763,VIOL CTER,VR22-236914,2022/01/10 22:33:00+00,,,,40218,,,2022/01/10 17:33:00,2022/01/10 00:00:00,COMPLIED,R22-236914,91.002,23976
V23-021302,WARN/CP,01-50565,2023/07/05 18:37:00+00,A23-112402-6,INVESTIGAT ABUSE,OFFICER SABATINI,40213,07/15/23,V23-021302,2023/06/18 18:00:00,2023/08/11 00:00:00,DISMISSED,,91.020,23977
V22-017763,VIOL CTER,VR22-236914,2022/01/10 22:33:00+00,,,,40218,,,2022/01/10 17:33:00,2022/01/10 00:00:00,COMPLIED,R22-236914,91.020,23978
V23-021312,WARNING,01-50566,2023/04/05 23:13:00+00,A23-114357-1,INVESTIGAT ANI ATTACK,OFFICER SABATINI,40229,,,2023/06/06 00:00:00,2023/06/06 00:00:00,COMPLIED,R23-277693,91.020,23979
V22-017763,VIOL CTER,VR22-236914,2022/01/10 22:33:00+00,,,,40218,,,2022/01/10 17:33:00,2022/01/10 00:00:00,COMPLIED,R22-236914,91.071,23980
V23-021313,WARN/CP,01-50567,2023/07/05 18:39:00+00,A23-114357-2,INVESTIGAT ANI ATTACK,OFFICER SABATINI,40229,07/15/23,V23-021313,2023/06/18 18:00:00,,HAND ADMIN,,91.020,23981
V22-017764,VET,VR22-236802,2022/01/10 23:23:00+00,,,,40218,,,2022/01/31 00:00:00,2022/03/08 00:00:00,COMPLIED,,91.090,23982
V23-021313,WARN/CP,01-50567,2023/07/05 18:39:00+00,A23-114357-2,INVESTIGAT ANI ATTACK,OFFICER SABATINI,40229,07/15/23,V23-021313,2023/06/18 18:00:00,,HAND ADMIN,,91.020,23983
V22-017792,VIOL RED,VR21-237113,2022/01/15 17:32:00+00,,,,40218,,,2022/01/22 00:00:00,2022/01/19 00:00:00,COMPLIED,,91.071,23984
V23-021348,VIOL CTER,VR23-274727,2023/04/11 17:12:00+00,,,,40218,,,2023/04/11 13:25:00,2023/04/11 00:00:00,COMPLIED,R23-274727,91.002,23985
V22-017808,CIVIL PEN,02-100212,2022/01/18 18:25:00+00,A22-098646-1,NUISANCE BARK,OFFICER MCKECHNIE,40216,,,2022/01/28 13:25:00,,HAND ADMIN,,91.004,23986
V23-021348,VIOL CTER,VR23-274727,2023/04/11 17:12:00+00,,,,40218,,,2023/04/11 13:25:00,2023/04/11 00:00:00,COMPLIED,R23-274727,91.020,23987
V22-017807,VIOL CTER,VR22-237188,2022/01/18 18:34:00+00,,,,40218,,,2022/01/18 13:46:00,2022/01/18 00:00:00,COMPLIED,R22-237188,91.002,23988
V23-021348,VIOL CTER,VR23-274727,2023/04/11 17:12:00+00,,,,40218,,,2023/04/11 13:25:00,2023/04/11 00:00:00,COMPLIED,R23-274727,91.071,23989
V22-017807,VIOL CTER,VR22-237188,2022/01/18 18:34:00+00,,,,40218,,,2022/01/18 13:46:00,2022/01/18 00:00:00,COMPLIED,R22-237188,91.020,23990
V23-021359,WARNING,01-52394,2023/04/12 00:09:00+00,A23-114607-1,INVESTIGAT NEGLI,OFFICER REUL,40208,,,2023/05/11 00:00:00,2023/05/11 00:00:00,COMPLIED,R23-276456,91.020,23991
V22-017807,VIOL CTER,VR22-237188,2022/01/18 18:34:00+00,,,,40218,,,2022/01/18 13:46:00,2022/01/18 00:00:00,COMPLIED,R22-237188,91.071,23992
V22-017812,CIT DD/PDD,P193637,2022/01/18 20:13:00+00,A22-098634-3,INVESTIGAT BITE,OFFICER HALL,40213,02/18/22,,,,,,91.150,23993
V22-017812,CIT DD/PDD,P193637,2022/01/18 20:13:00+00,A22-098634-3,INVESTIGAT BITE,OFFICER HALL,40213,02/18/22,,,,,,91.072,23994
V22-017812,CIT DD/PDD,P193637,2022/01/18 20:13:00+00,A22-098634-3,INVESTIGAT BITE,OFFICER HALL,40213,02/18/22,,,,,,91.020,23995
V22-017813,VIOL CTER,VR22-237198,2022/01/18 21:54:00+00,A22-098674-1,XTRA SERVE VIOL OTC,OFFICER SABATINI,40218,,,2022/01/18 16:59:00,2022/01/18 00:00:00,COMPLIED,R22-237198,91.002,23996
V23-021362,VIOL NOTIC,01-0205,2023/04/12 18:05:00+00,A23-114640-1,OWNED AGGRESSIVE,OFFICER RATLIFF,40291,,,2023/08/12 00:00:00,2023/08/11 00:00:00,COMPLIED,R23-284169,91.020,23997
V23-021362,VIOL NOTIC,01-0205,2023/04/12 18:05:00+00,A23-114640-1,OWNED AGGRESSIVE,OFFICER RATLIFF,40291,,,2023/08/12 00:00:00,2023/08/11 00:00:00,COMPLIED,R23-284169,91.020,23998
V23-021363,CIVIL PEN,02-101654,2023/04/12 21:05:00+00,A23-114664-1,ASSIST POLICE,OFFICER FORNER,40207,,,2023/04/22 00:00:00,,HAND ADMIN,,91.002,23999
V23-021315,VIOL CTER,VR23-274564,2023/04/06 17:56:00+00,,,,40218,,,2023/04/06 14:06:00,2023/04/06 00:00:00,COMPLIED,R23-274564,91.002,24000
V22-018999,WARN/CITE,01-50294,2023/01/11 13:58:00+00,A22-103789-21,INVESTIGAT FOLLOW UP,OFFICER COGBURN,40218,01/25/23,P362004,2022/07/02 10:44:00,,CONV CITA,,91.090,24001
V22-018999,WARN/CITE,01-50294,2023/01/11 13:58:00+00,A22-103789-21,INVESTIGAT FOLLOW UP,OFFICER COGBURN,40218,01/25/23,P362004,2022/07/02 10:44:00,,CONV CITA,,91.090,24002
V22-018999,WARN/CITE,01-50294,2023/01/11 13:58:00+00,A22-103789-21,INVESTIGAT FOLLOW UP,OFFICER COGBURN,40218,01/25/23,P362004,2022/07/02 10:44:00,,CONV CITA,,91.090,24003
V22-018999,WARN/CITE,01-50294,2023/01/11 13:58:00+00,A22-103789-21,INVESTIGAT FOLLOW UP,OFFICER COGBURN,40218,01/25/23,P362004,2022/07/02 10:44:00,,CONV CITA,,91.090,24004
V22-018999,WARN/CITE,01-50294,2023/01/11 13:58:00+00,A22-103789-21,INVESTIGAT FOLLOW UP,OFFICER COGBURN,40218,01/25/23,P362004,2022/07/02 10:44:00,,CONV CITA,,91.090,24005
V22-018999,WARN/CITE,01-50294,2023/01/11 13:58:00+00,A22-103789-21,INVESTIGAT FOLLOW UP,OFFICER COGBURN,40218,01/25/23,P362004,2022/07/02 10:44:00,,CONV CITA,,91.090,24006
V22-018668,VOTC/CP,01-50630,2022/06/18 15:28:00+00,,,,40218,06/28/22,V22-018668,2022/06/19 00:00:00,,HAND ADMIN,R22-248427,91.071,24007
V22-019040,VIOL CTER,VR22-252533,2022/06/21 19:58:00+00,,,,40218,,,2022/06/21 16:02:00,2022/06/21 00:00:00,COMPLIED,R22-252533,91.020,24008
V22-019040,VIOL CTER,VR22-252533,2022/06/21 19:58:00+00,,,,40218,,,2022/06/21 16:02:00,2022/06/21 00:00:00,COMPLIED,R22-252533,91.071,24009
V22-017870,VIOL 71,04-3931,2022/01/26 15:37:00+00,A22-098908-2,TRANSPORT ANIMAL,OFFICER COGBURN,40203,,,2022/01/26 10:56:00,2022/01/26 00:00:00,COMPLIED,,91.002,24010
V22-018871,VIOL CTER,VR22-250695,2022/05/31 19:01:00+00,,,,,,,2022/05/31 15:46:00,2022/05/31 00:00:00,COMPLIED,R22-250695,91.002,24011
V22-018874,WARN/CP,01-52208,2022/08/31 14:06:00+00,A22-103328-1,INVESTIGAT NEGLI,OFFICER HALL,40218,09/09/22,V22-018874,2022/08/31 00:00:00,2022/10/15 00:00:00,DISMISSED,,91.020,24012
V22-018900,WARN/CP,01-52209,2022/09/12 14:42:00+00,A22-102643-4,INVESTIGAT ABUSE,OFFICER HALL,40213,09/22/22,V22-018900,2022/09/12 00:00:00,,HAND ADMIN,,91.020,24013
V22-018901,CIT DD/PDD,P193645,2022/06/04 22:04:00+00,A22-103488-2,INVESTIGAT BITE,OFFICER HALL,40219,06/23/22,,,,,,91.150,24014
V22-018901,CIT DD/PDD,P193645,2022/06/04 22:04:00+00,A22-103488-2,INVESTIGAT BITE,OFFICER HALL,40219,06/23/22,,,,,,91.072,24015
V22-018901,CIT DD/PDD,P193645,2022/06/04 22:04:00+00,A22-103488-2,INVESTIGAT BITE,OFFICER HALL,40219,06/23/22,,,,,,91.020,24016
V22-018902,VOTC/CITE,VR22-250883,2022/06/04 22:16:00+00,A22-103489-1,XTRA SERVE,OFFICER COLLINS,40218,06/27/22,P193895,2022/06/27 18:00:00,,CONV CITA,,91.020,24017
V22-018902,VOTC/CITE,VR22-250883,2022/06/04 22:16:00+00,A22-103489-1,XTRA SERVE,OFFICER COLLINS,40218,06/27/22,P193895,2022/06/27 18:00:00,,CONV CITA,,91.071,24018
V22-017718,VIOL CTER,VR22-236561,2022/01/03 20:57:00+00,,,,40218,,,2022/01/03 15:57:00,2022/01/03 00:00:00,COMPLIED,R22-236561,91.020,24019
V22-017797,VIOL RED,VR22-237132,2022/01/16 20:24:00+00,,,,40218,,,2022/03/26 00:00:00,2022/03/09 00:00:00,COMPLIED,R22-237132,91.002,24020
V22-018894,V71/CITE,04-3692,2022/06/04 17:30:00+00,,,,40218,06/20/22,P193894,2022/06/04 00:00:00,,CONV CITA,,91.020,24021
V22-019069,VIOL CTER,VR22-252719,2022/06/27 20:07:00+00,,,,40218,,,2022/06/27 16:18:00,2022/06/27 00:00:00,COMPLIED,R22-252719,91.020,24022
V22-018992,CIT DD/PDD,P360229,2022/06/14 17:55:00+00,A22-103843-2,INVESTIGAT BITE,OFFICER SABATINI,40218,06/28/22,,,,,,91.150,24023
V22-018992,CIT DD/PDD,P360229,2022/06/14 17:55:00+00,A22-103843-2,INVESTIGAT BITE,OFFICER SABATINI,40218,06/28/22,,,,,,91.072,24024
V22-019030,VOTC/CITE,VR22-252194,2022/06/19 17:32:00+00,,,,40218,07/12/22,P362569,2022/06/29 00:00:00,,CONV CITA,,91.002,24025
V22-019033,VIOL CTER,VR22-252197,2022/06/20 16:49:00+00,,,,40218,,,2022/06/20 12:53:00,2022/06/20 00:00:00,COMPLIED,R22-252197,91.002,24026
V22-018775,VIOL CTER,VR22-249617,2022/05/17 20:47:00+00,,,,40218,,,2022/05/17 17:10:00,2022/05/17 00:00:00,COMPLIED,R22-249617,91.002,24027
V22-019033,VIOL CTER,VR22-252197,2022/06/20 16:49:00+00,,,,40218,,,2022/06/20 12:53:00,2022/06/20 00:00:00,COMPLIED,R22-252197,91.020,24028
V22-019033,VIOL CTER,VR22-252197,2022/06/20 16:49:00+00,,,,40218,,,2022/06/20 12:53:00,2022/06/20 00:00:00,COMPLIED,R22-252197,91.071,24029
V22-019048,CIT DD/PDD,P193662,2022/06/23 22:05:00+00,A22-104051-3,INVESTIGAT BITE,OFFICER MCKECHNIE,40222,07/14/22,,,,,,91.150,24030
V22-019048,CIT DD/PDD,P193662,2022/06/23 22:05:00+00,A22-104051-3,INVESTIGAT BITE,OFFICER MCKECHNIE,40222,07/14/22,,,,,,91.072,24031
V22-019051,VET,01-52232,2022/06/24 02:44:00+00,A22-104218-3,ASSIST POLICE,OFFICER SABATINI,40212,,,2022/06/24 22:44:00,2022/06/24 00:00:00,COMPLIED,,91.090,24032
V22-019052,VIOL CTER,VR22-252681,2022/06/24 16:12:00+00,,,,40218,,,2022/06/24 12:25:00,2022/06/24 00:00:00,COMPLIED,R22-252681,91.002,24033
V22-019046,WARN/CP,01-50497,2022/10/04 12:27:00+00,A22-103801-2,OWNED AGGRESSIVE,OFFICER THOMPSON,40216,10/14/22,V22-019046,2022/09/12 00:00:00,,HAND ADMIN,,91.020,24034
V22-019058,CITATION,P193682,2022/06/25 15:55:00+00,A22-104270-1,INVESTIGAT NEGLI,OFFICER CARPENTER,40215,07/28/22,,,,,,91.020,24035
V22-019058,CITATION,P193682,2022/06/25 15:55:00+00,A22-104270-1,INVESTIGAT NEGLI,OFFICER CARPENTER,40215,07/28/22,,,,,,91.020,24036
V22-019058,CITATION,P193682,2022/06/25 15:55:00+00,A22-104270-1,INVESTIGAT NEGLI,OFFICER CARPENTER,40215,07/28/22,,,,,,91.020,24037
V22-019058,CITATION,P193682,2022/06/25 15:55:00+00,A22-104270-1,INVESTIGAT NEGLI,OFFICER CARPENTER,40215,07/28/22,,,,,,91.090,24038
V22-019058,CITATION,P193682,2022/06/25 15:55:00+00,A22-104270-1,INVESTIGAT NEGLI,OFFICER CARPENTER,40215,07/28/22,,,,,,91.090,24039
V22-019058,CITATION,P193682,2022/06/25 15:55:00+00,A22-104270-1,INVESTIGAT NEGLI,OFFICER CARPENTER,40215,07/28/22,,,,,,91.091,24040
V22-019058,CITATION,P193682,2022/06/25 15:55:00+00,A22-104270-1,INVESTIGAT NEGLI,OFFICER CARPENTER,40215,07/28/22,,,,,,91.091,24041
V22-019058,CITATION,P193682,2022/06/25 15:55:00+00,A22-104270-1,INVESTIGAT NEGLI,OFFICER CARPENTER,40215,07/28/22,,,,,,91.002,24042
V22-019058,CITATION,P193682,2022/06/25 15:55:00+00,A22-104270-1,INVESTIGAT NEGLI,OFFICER CARPENTER,40215,07/28/22,,,,,,91.002,24043
V22-019059,WARNING,01-50297,2022/06/25 15:55:00+00,A22-104270-1,INVESTIGAT NEGLI,OFFICER CARPENTER,40215,,,2022/06/27 11:55:00,2022/11/05 00:00:00,COMPLIED,,91.090,24044
V22-019059,WARNING,01-50297,2022/06/25 15:55:00+00,A22-104270-1,INVESTIGAT NEGLI,OFFICER CARPENTER,40215,,,2022/06/27 11:55:00,2022/11/05 00:00:00,COMPLIED,,91.090,24045
V22-019060,VET,01-50296,2022/06/25 15:55:00+00,A22-104270-1,INVESTIGAT NEGLI,OFFICER CARPENTER,40215,,,2022/06/26 11:55:00,2022/11/04 00:00:00,COMPLIED,,91.090,24046
V22-019062,WARNING,01-52233,2022/06/25 22:09:00+00,A22-104275-1,INVESTIGAT NEGLI,OFFICER SABATINI,40219,,,2022/08/29 18:00:00,2022/06/30 00:00:00,COMPLIED,,91.020,24047
V22-019062,WARNING,01-52233,2022/06/25 22:09:00+00,A22-104275-1,INVESTIGAT NEGLI,OFFICER SABATINI,40219,,,2022/08/29 18:00:00,2022/06/30 00:00:00,COMPLIED,,91.020,24048
V22-019063,WARNING,01-52233,2022/06/25 22:09:00+00,A22-104275-1,INVESTIGAT NEGLI,OFFICER SABATINI,40219,,,2022/07/02 18:00:00,2022/08/07 00:00:00,VOID,,91.090,24049
V22-019064,VIOL RED,VR22-252742,2022/06/26 18:52:00+00,,,,40218,,,2022/07/11 14:52:00,2022/06/27 00:00:00,COMPLIED,R22-252742,91.020,24050
V22-019065,VIOL NOTIC,01-52261,2022/06/27 14:15:00+00,A22-104308-1,INVESTIGAT PET IN CAR,OFFICER RATLIFF,40209,,,2022/08/27 00:00:00,2022/08/11 00:00:00,COMPLIED,R22-255575,91.020,24051
V22-019066,VIOL CTER,VR22-252781,2022/06/27 18:09:00+00,,,,40218,,,2022/06/27 14:18:00,2022/06/27 00:00:00,COMPLIED,R22-252781,91.002,24052
V22-017836,VIOL RED,VR22-237473,2022/01/21 19:35:00+00,,,,40218,,,2022/01/24 13:46:00,2022/01/24 00:00:00,COMPLIED,R22-237473,91.020,24053
V22-017769,VIOL CTER,VR22-236961,2022/01/11 22:43:00+00,,,,40218,,,2022/01/11 17:43:00,2022/01/11 00:00:00,COMPLIED,R22-236961,91.071,24054
V22-019066,VIOL CTER,VR22-252781,2022/06/27 18:09:00+00,,,,40218,,,2022/06/27 14:18:00,2022/06/27 00:00:00,COMPLIED,R22-252781,91.020,24055
V22-019066,VIOL CTER,VR22-252781,2022/06/27 18:09:00+00,,,,40218,,,2022/06/27 14:18:00,2022/06/27 00:00:00,COMPLIED,R22-252781,91.071,24056
V22-019069,VIOL CTER,VR22-252719,2022/06/27 20:07:00+00,,,,40218,,,2022/06/27 16:18:00,2022/06/27 00:00:00,COMPLIED,R22-252719,91.002,24057
V22-017836,VIOL RED,VR22-237473,2022/01/21 19:35:00+00,,,,40218,,,2022/01/24 13:46:00,2022/01/24 00:00:00,COMPLIED,R22-237473,91.071,24058
V22-018775,VIOL CTER,VR22-249617,2022/05/17 20:47:00+00,,,,40218,,,2022/05/17 17:10:00,2022/05/17 00:00:00,COMPLIED,R22-249617,91.020,24059
V22-017838,VIOL CTER,VR22-237483,2022/01/21 22:47:00+00,,,,40218,,,2022/01/21 17:47:00,2022/01/21 00:00:00,COMPLIED,R22-237483,91.002,24060
V22-017770,CITATION,N918599,2022/01/12 16:28:00+00,A22-098482-2,STRAY SICK,OFFICER THOMPSON,40272,03/15/22,,,,,,91.090,24061
V22-019069,VIOL CTER,VR22-252719,2022/06/27 20:07:00+00,,,,40218,,,2022/06/27 16:18:00,2022/06/27 00:00:00,COMPLIED,R22-252719,91.071,24062
V22-017797,VIOL RED,VR22-237132,2022/01/16 20:24:00+00,,,,40218,,,2022/03/26 00:00:00,2022/03/09 00:00:00,COMPLIED,R22-237132,91.020,24063
V22-018894,V71/CITE,04-3692,2022/06/04 17:30:00+00,,,,40218,06/20/22,P193894,2022/06/04 00:00:00,,CONV CITA,,91.071,24064
V22-018894,V71/CITE,04-3692,2022/06/04 17:30:00+00,,,,40218,06/20/22,P193894,2022/06/04 00:00:00,,CONV CITA,,91.020,24065
V22-018894,V71/CITE,04-3692,2022/06/04 17:30:00+00,,,,40218,06/20/22,P193894,2022/06/04 00:00:00,,CONV CITA,,91.071,24066
V22-018940,CIVIL PEN,02-101288,2022/06/07 18:33:00+00,A22-102852-2,OWNED AGGRESSIVE,OFFICER THOMPSON,40258,,,2022/10/16 00:00:00,,HAND ADMIN,,91.002,24067
V22-017719,VIOL CTER,VR22-236556,2022/01/03 18:54:00+00,,,,40218,,,2022/01/03 13:54:00,2022/01/03 00:00:00,COMPLIED,R22-236556,91.002,24068
V22-018940,CIVIL PEN,02-101288,2022/06/07 18:33:00+00,A22-102852-2,OWNED AGGRESSIVE,OFFICER THOMPSON,40258,,,2022/10/16 00:00:00,,HAND ADMIN,,91.004,24069
V22-017770,CITATION,N918599,2022/01/12 16:28:00+00,A22-098482-2,STRAY SICK,OFFICER THOMPSON,40272,03/15/22,,,,,,91.020,24070
V22-018897,VET,01-52176,2022/06/04 20:12:00+00,A22-103468-1,STRAY POSS OWNED,OFFICER COLLINS,40218,,,2022/08/12 18:00:00,2022/08/19 00:00:00,COMPLIED,,91.090,24071
V22-017797,VIOL RED,VR22-237132,2022/01/16 20:24:00+00,,,,40218,,,2022/03/26 00:00:00,2022/03/09 00:00:00,COMPLIED,R22-237132,91.071,24072
V22-017719,VIOL CTER,VR22-236556,2022/01/03 18:54:00+00,,,,40218,,,2022/01/03 13:54:00,2022/01/03 00:00:00,COMPLIED,R22-236556,91.020,24073
V22-017838,VIOL CTER,VR22-237483,2022/01/21 22:47:00+00,,,,40218,,,2022/01/21 17:47:00,2022/01/21 00:00:00,COMPLIED,R22-237483,91.020,24074
V22-017770,CITATION,N918599,2022/01/12 16:28:00+00,A22-098482-2,STRAY SICK,OFFICER THOMPSON,40272,03/15/22,,,,,,91.020,24075
V22-018898,VIOL CTER,VR22-250877,2022/06/04 20:33:00+00,A22-103468-1,STRAY POSS OWNED,OFFICER COLLINS,40218,,,2022/06/04 16:33:00,2022/06/06 00:00:00,COMPLIED,R22-250877,91.002,24076
V22-018775,VIOL CTER,VR22-249617,2022/05/17 20:47:00+00,,,,40218,,,2022/05/17 17:10:00,2022/05/17 00:00:00,COMPLIED,R22-249617,91.071,24077
V22-019070,VET,VR22-252719,2022/06/27 20:07:00+00,A22-105400-1,VET NOTICE FOLLOW UP,OFFICER SABATINI,40218,,,2022/07/11 00:00:00,2022/08/05 00:00:00,DISMISSED,R22-252719,91.090,24078
V22-017805,WARNING,01-50404,2022/01/18 00:15:00+00,A22-098635-1,INVESTIGAT NEGLI,OFFICER GOODMAN,40208,,,2022/03/17 00:00:00,2022/03/17 00:00:00,COMPLIED,R22-239722,91.020,24079
V22-017719,VIOL CTER,VR22-236556,2022/01/03 18:54:00+00,,,,40218,,,2022/01/03 13:54:00,2022/01/03 00:00:00,COMPLIED,R22-236556,91.071,24080
V22-017838,VIOL CTER,VR22-237483,2022/01/21 22:47:00+00,,,,40218,,,2022/01/21 17:47:00,2022/01/21 00:00:00,COMPLIED,R22-237483,91.071,24081
V22-017775,VET,VR22-237041,2022/01/13 17:33:00+00,,,,40218,,,2022/02/11 13:07:00,2022/02/11 00:00:00,COMPLIED,,91.090,24082
V22-018898,VIOL CTER,VR22-250877,2022/06/04 20:33:00+00,A22-103468-1,STRAY POSS OWNED,OFFICER COLLINS,40218,,,2022/06/04 16:33:00,2022/06/06 00:00:00,COMPLIED,R22-250877,91.020,24083
V22-018776,VIOL CTER,VR22-249618,2022/05/17 21:11:00+00,,,,40218,,,2022/05/17 17:16:00,2022/05/17 00:00:00,COMPLIED,R22-249618,91.002,24084
V22-019071,VET/CITE,01-52180,2022/08/17 20:25:00+00,A22-105399-2,VET NOTICE FOLLOW UP,OFFICER FORNER,40218,09/07/22,P360288,2022/08/17 00:00:00,,CONV CITA,,91.090,24085
V22-017810,VIOL CTER,VR22-237192,2022/01/18 19:52:00+00,A22-098290-1,STRAY AGGRS,OFFICER THOMPSON,40218,,,2022/01/18 14:52:00,2022/01/18 00:00:00,COMPLIED,R22-237192,91.002,24086
V22-017721,VET,VR22-236592,2022/01/04 15:55:00+00,,,,40218,,,2022/01/05 11:20:00,2022/01/06 00:00:00,COMPLIED,,91.090,24087
V22-017839,VIOL RED,VR22-237484,2022/01/21 22:51:00+00,,,,40218,,,2022/04/07 00:00:00,2022/04/08 00:00:00,COMPLIED,R22-237484,91.002,24088
V22-017776,VIOL CTER,VR22-237041,2022/01/13 17:33:00+00,,,,40218,,,2011/03/16 12:33:00,2022/05/18 00:00:00,COMPLIED,,91.002,24089
V22-017776,VIOL CTER,VR22-237041,2022/01/13 17:33:00+00,,,,40218,,,2011/03/16 12:33:00,2022/05/18 00:00:00,COMPLIED,,91.020,24090
V22-017776,VIOL CTER,VR22-237041,2022/01/13 17:33:00+00,,,,40218,,,2011/03/16 12:33:00,2022/05/18 00:00:00,COMPLIED,,91.071,24091
V22-017782,VIOL CTER,VR22-237050,2022/01/13 19:57:00+00,,,,40218,,,2022/02/13 14:57:00,2022/01/13 00:00:00,COMPLIED,R22-237050,91.002,24092
V22-017782,VIOL CTER,VR22-237050,2022/01/13 19:57:00+00,,,,40218,,,2022/02/13 14:57:00,2022/01/13 00:00:00,COMPLIED,R22-237050,91.020,24093
V22-017782,VIOL CTER,VR22-237050,2022/01/13 19:57:00+00,,,,40218,,,2022/02/13 14:57:00,2022/01/13 00:00:00,COMPLIED,R22-237050,91.071,24094
V22-017784,VET,01-52276,2022/01/14 17:56:00+00,A22-098482-2,STRAY SICK,OFFICER THOMPSON,40272,,,2022/03/20 12:56:00,2022/03/10 00:00:00,COMPLIED,,91.090,24095
V22-017786,CIT DD/PDD,P361976,2022/01/14 19:17:00+00,A22-098212-8,INVESTIGAT BITE,OFFICER GOODMAN,40208,04/01/22,,,,,,91.020,24096
V22-017786,CIT DD/PDD,P361976,2022/01/14 19:17:00+00,A22-098212-8,INVESTIGAT BITE,OFFICER GOODMAN,40208,04/01/22,,,,,,91.072,24097
V22-017786,CIT DD/PDD,P361976,2022/01/14 19:17:00+00,A22-098212-8,INVESTIGAT BITE,OFFICER GOODMAN,40208,04/01/22,,,,,,91.150,24098
V22-017786,CIT DD/PDD,P361976,2022/01/14 19:17:00+00,A22-098212-8,INVESTIGAT BITE,OFFICER GOODMAN,40208,04/01/22,,,,,,91.020,24099
V22-017787,WARN/CP,01-50401,2022/04/02 18:32:00+00,A22-098525-2,INVESTIGAT BITE,OFFICER GOODMAN,40212,04/12/22,V22-017787,2022/04/01 00:00:00,,HAND ADMIN,,91.020,24100
V22-017787,WARN/CP,01-50401,2022/04/02 18:32:00+00,A22-098525-2,INVESTIGAT BITE,OFFICER GOODMAN,40212,04/12/22,V22-017787,2022/04/01 00:00:00,,HAND ADMIN,,91.072,24101
V22-017788,WARN/CP,01-52277,2022/03/14 23:00:00+00,A22-098565-1,STRAY SICK,OFFICER MCKECHNIE,40299,03/27/22,V22-017788,2022/03/14 15:19:00,,HAND ADMIN,,91.002,24102
V22-017788,WARN/CP,01-52277,2022/03/14 23:00:00+00,A22-098565-1,STRAY SICK,OFFICER MCKECHNIE,40299,03/27/22,V22-017788,2022/03/14 15:19:00,,HAND ADMIN,,91.020,24103
V22-017790,VET,VR22-237108,2022/01/14 22:47:00+00,,,,40218,,,2022/01/18 17:47:00,2022/01/20 00:00:00,COMPLIED,R22-237108,91.090,24104
V22-017789,VIOL RED,VR22-237108,2022/01/14 22:45:00+00,,,,40218,,,2022/03/27 00:00:00,2022/03/08 00:00:00,COMPLIED,,91.020,24105
V22-017793,WARNING,01-52367,2022/01/15 19:02:00+00,A22-098574-2,INVESTIGAT NEGLI,OFFICER CLARK,40272,,,2022/09/08 00:00:00,2022/10/04 00:00:00,COMPLIED,,91.020,24106
V22-017793,WARNING,01-52367,2022/01/15 19:02:00+00,A22-098574-2,INVESTIGAT NEGLI,OFFICER CLARK,40272,,,2022/09/08 00:00:00,2022/10/04 00:00:00,COMPLIED,,91.020,24107
